hs1	LINC00917-FENDRR	chr16:86,430,087-86,430,726	chr8:123,526,795-123,527,412
hs1725	AA06-LOC101927239	chr17:32,077,519-32,078,677	chr11:81,426,292-81,427,310
hs1726	LOC100287225-DCC	chr18:49,279,374-49,281,480	chr18:73,218,564-73,220,712
hs1728	TMEM163(intragenic)	chr2:135,279,657-135,281,488	chr1:129,427,352-129,428,818
hs1729	THSD7B(intragenic)	chr2:138,212,509-138,214,475	chr1:131,851,389-131,853,462
hs1730	PAX3(intragenic)	chr2:223,150,742-223,151,920	chr1:78,180,673-78,181,869
hs1731	TTLL1-BIK	chr22:43,496,327-43,497,816	chr15:83,353,437-83,354,501
hs1732	PDZRN3-CNTN3	chr3:74,128,752-74,131,018	chr6:101,886,775-101,889,340
hs1733	EFNA5(intragenic)	chr5:106,813,861-106,814,679	chr17:63,050,325-63,051,201
hs1734	EFNA5(intragenic)	chr5:106,909,516-106,911,012	chr17:63,135,054-63,136,477
hs1735	LOC101927697(intragenic)	chr5:157,752,608-157,754,317	chr11:45,201,790-45,203,906
hs1737	EPHA7(intragenic)	chr6:94,074,618-94,075,791	chr4:28,789,842-28,791,071
hs1738	ASCC3-GRIK2	chr6:101,743,524-101,745,234	chr10:49,704,155-49,705,759
hs1740	LOC101927524-ISPD	chr7:16,043,133-16,045,391	chr12:37,519,663-37,521,886
hs1741	MIR4287-NUGGC	chr8:27,752,440-27,753,351	chr14:66,368,142-66,369,336
hs1742	NRG1-IT1-NRG1-IT3	chr8:32,064,662-32,066,126	chr8:33,414,850-33,415,921
hs1743	SMARCA2-VLDLR-AS1	chr9:2,240,936-2,242,833	chr19:26,918,878-26,921,588
hs1744	PTPRD-PTPRD-AS2	chr9:8,736,481-8,738,586	chr4:75,972,908-75,974,342
hs1745	STAG2-SH2D1A	chrX:123,350,827-123,352,587	chrX:39,695,757-39,697,460
hs1746	GPR50-VMA21	chrX:150,407,692-150,409,052	chrX:68,953,530-68,954,730
hs1747	HEMK1-CISH	chr3:50,636,478-50,640,158	chr9:107,208,266-107,212,289
hs1748	GDPD5-SERPINH1	chr11:75,264,066-75,266,752	chr7:106,508,171-106,509,912
hs1750	OTOS-GPC1	chr2:241,197,357-241,200,155	chr1:94,615,371-94,617,850
hs1751	CIDEA-TUBB6	chr18:12,277,696-12,281,650	chr18:67,527,884-67,531,179
hs1752	MIR143HG(intragenic)	chr5:148,801,693-148,805,076	chr18:61,810,756-61,813,731
hs1753	VIPR2(intragenic)	chr7:158,888,320-158,891,362	chr12:117,336,953-117,338,545
hs1754	MIR6886-SPC24	chr19:11,251,931-11,254,703	NULL
hs1757	PIN4P1-CASC4	chr15:44,172,359-44,173,730	NULL
hs1758	CORO2B(intragenic)	chr15:68,990,949-68,993,685	chr9:62,286,385-62,300,241
hs1759	MIR612-MALAT1	chr11:65,254,704-65,258,394	chr19:5,810,095-5,812,698
hs1760	PDP2-CDH16	chr16:66,937,076-66,939,560	chr8:107,133,422-107,135,918
hs1763	INPP5A(intragenic)	chr10:134,442,029-134,446,812	chr15:7,372,223-7,373,664
hs1764	MIR6809-RUFY4	chr2:218,801,171-218,803,563	chr1:74,076,808-74,078,981
hs1766	C1orf198(intragenic)	chr1:230,984,523-230,987,981	chr8:127,167,602-127,169,798
hs1767	ZMIZ1(intragenic)	chr10:80,980,316-80,984,042	chr14:26,404,321-26,408,407
hs1769	PGAP3(intragenic)	chr17:37,831,124-37,834,530	chr11:98,253,216-98,256,320
hs1775	CD81-AS1(intragenic)	chr11:2,395,417-2,396,757	chr7:150,235,750-150,236,951
hs1778	SORBS1(intragenic)	chr10:97,173,123-97,176,290	chr19:40,450,135-40,453,157
hs1780	PLA2G4A-BRINP3	chr1:188,376,723-188,378,052	chr1:150,329,280-150,330,395
hs1781	LOC100505663-MAFB	chr20:39,235,779-39,237,626	chr2:160,125,153-160,126,870
hs1783	TBCA-LOC101929154	chr5:77,141,743-77,145,131	chr13:95,475,482-95,478,863
hs1785	LOC729159-CDH8	chr16:61,134,464-61,136,214	chr8:100,907,786-100,909,443
hs1786	LINC00900-BUD13	chr11:116,273,269-116,275,127	chr9:46,428,306-46,431,124
hs1787	ZIC1-AGTR1	chr3:148,085,265-148,088,422	chr9:90,208,625-90,211,205
hs1788	HS3ST5-FRK	chr6:115,670,684-115,673,099	chr10:34,825,639-34,838,672
hs1790	GLI2(intragenic)	chr2:121,562,286-121,565,707	chr1:120,884,988-120,891,189
hs1791	OTX2-AS1-EXOC5	chr14:57,474,144-57,478,090	chr14:49,472,015-49,476,289
hs1793	KMT2A(intragenic)	chr11:118,308,306-118,311,240	chr9:44,685,307-44,688,275
hs1794	MIR7150-LHX2	chr9:126,595,592-126,598,852	chr2:38,050,788-38,055,418
hs1798	MDFIC-TFEC	chr7:115,451,531-115,454,796	chr6:16,675,956-16,679,599
hs1800	ZFPM2(intragenic)	chr8:106,602,865-106,607,408	chr15:40,742,908-40,747,437
hs1802	LOC101928455-TEX41	chr2:145,339,602-145,341,530	chr2:45,026,663-45,028,475
hs1809	CADPS2(intragenic)	chr7:121,967,528-121,971,078	chr6:23,221,299-23,225,344
hs1810	NCAM1(intragenic)	chr11:112,893,161-112,895,172	chr9:49,544,544-49,546,397
hs1811	KCNJ6(intragenic)	chr21:39,227,606-39,229,223	chr16:95,178,562-95,180,085
hs1813	SGCD(intragenic)	chr5:155,837,679-155,839,485	chr11:47,096,817-47,099,234
hs1814	PRUNE2(intragenic)	chr9:79,364,725-79,366,873	chr19:17,158,294-17,160,171
hs1820	LOC102467080-ESM1	chr5:54,237,176-54,239,729	chr13:114,033,728-114,038,278
hs1823	ANGPT2(intragenic)	chr8:6,385,759-6,386,963	chr8:18,711,246-18,712,747
hs1828	DUSP1-ERGIC1	chr5:172,198,673-172,201,009	chr17:26,645,797-26,647,636
hs1831	PDK4-DYNC1I1	chr7:95,236,622-95,240,458	chr6:5,457,995-5,462,142
hs1832	OLIG3-LOC100130476	chr6:138,131,886-138,133,298	chr10:18,797,509-18,800,253
hs1833	ERRFI1-SLC45A1	chr1:8,130,439-8,131,887	chr4:150,198,229-150,200,087
hs1834	ANAPC16-DDIT4	chr10:74,013,084-74,016,357	chr10:59,430,482-59,433,973
hs1837	KLF6-MIR6078	chr10:3,851,587-3,853,863	chr13:5,839,551-5,841,570
hs1854	LOC100129697-ACSF3	chr16:89,057,397-89,061,023	chr8:125,235,741-125,237,725
hs1855	SLC4A1(intragenic)	chr17:42,343,451-42,345,142	chr11:102,224,347-102,226,111
hs1856	MAP3K3(intragenic)	chr17:61,751,592-61,755,090	chr11:105,995,398-105,997,153
hs1857	SLC6A9-KLF17	chr1:44,500,383-44,503,337	chr4:117,501,319-117,504,204
hs1858	LMO2-CAPRIN1	chr11:33,964,286-33,967,857	chr2:103,733,167-103,735,821
hs1859	RIC3-LMO1	chr11:8,226,046-8,230,683	chr7:116,256,647-116,260,817
hs1860	LOC100506175-PARD6B	chr20:49,306,307-49,309,162	chr2:167,874,564-167,876,364
hs1862	IER5-GM140	chr1:181,121,049-181,123,654	chr1:156,885,742-156,887,787
hs1866	HHEX-EXOC6	chr10:94,513,996-94,517,989	chr19:37,566,512-37,571,839
hs1867	UBR3(intragenic)	chr2:170,869,607-170,871,165	chr2:69,836,566-69,837,905
hs1871	C15orf41(intragenic)	chr15:36,983,818-36,984,196	chr2:115,495,250-115,495,621
hs1872	MAB21L2-RPS3A	chr4:151,520,107-151,520,421	chr3:86,335,869-86,336,182
hs1873	POLA1(intragenic)	chrX:24,759,356-24,759,888	chrX:90,823,156-90,823,678
hs1874	EHBP1(intragenic)	chr2:63,205,928-63,206,656	chr11:21,968,166-21,968,904
hs1875	HOXC6-HOXC4	chr12:54,426,638-54,427,789	chr15:102,844,243-102,845,395
hs1876	PPP1R3A-FOXP2	chr7:113,558,123-113,559,105	chr6:14,704,338-14,705,302
hs1877	MIR1208-LINC00977	chr8:129,987,805-129,988,581	chr15:62,883,969-62,884,733
hs1878	TWIST1-FERD3L	chr7:19,157,694-19,159,713	chr12:34,640,138-34,642,085
hs1880	HDAC9-TWIST1	chr7:19,146,921-19,150,251	chr12:34,649,331-34,652,669
hs1881	PIN4P1-CASC4	chr15:44,171,247-44,173,891	chr2:121,375,739-121,378,336
hs1882	GPR20-PTP4A3	chr8:142,421,347-142,426,352	chr15:73,570,041-73,577,576
hs1885	KCNK3(intragenic)	chr2:26,942,649-26,946,100	chr5:30,916,389-30,919,295
hs1886	C2orf57-PTMA	chr2:232,527,256-232,532,109	chr1:88,384,409-88,389,364
hs1887	TEAD3(intragenic)	chr6:35,457,129-35,460,603	chr17:28,480,711-28,483,279
hs1889	SEMA5B(intragenic)	chr3:122,690,302-122,695,291	chr16:35,598,704-35,603,032
hs1890	MIR145-CSNK1A1	chr5:148,821,355-148,824,866	chr18:61,797,146-61,798,393
hs1891	BCAN-NES	chr1:156,630,249-156,635,284	chr3:87,786,547-87,790,798
hs1900	NFIX(intragenic)	chr19:13,163,511-13,167,355	chr8:87,265,825-87,269,129
hs1903	IRF2BPL-LOC102724190	chr14:77,506,871-77,511,353	chr12:88,235,615-88,240,644
hs1908	KCNH2(intragenic)	chr7:150,665,549-150,670,065	chr5:23,847,456-23,851,873
hs1909	LOC102723854-ZFP36L2	chr2:43,444,721-43,447,298	chr17:84,578,854-84,581,365
hs1912	MIR4251-ARHGEF16	chr1:3,262,093-3,266,365	chr4:153,767,474-153,771,235
hs1913	RASD2-MB	chr22:35,982,681-35,987,358	chr15:76,839,765-76,839,833
hs1914	ITGA9-AS1(intragenic)	chr3:37,810,701-37,814,504	chr9:118,772,441-118,777,265
hs1915	PVRL1-TRIM29	chr11:119,759,730-119,763,658	chr9:43,372,264-43,376,257
hs1916	FOXL1-LOC101928708	chr16:86,898,712-86,901,874	chr8:123,799,583-123,802,430
hs1917	PEMT(intragenic)	chr17:17,439,186-17,444,187	chr11:59,806,539-59,810,259
hs1920	MYEOV-CCND1	chr11:69,308,185-69,312,534	chr7:152,179,390-152,183,247
hs1931	CCDC85C(intragenic)	chr14:100,039,652-100,044,326	chr12:109,487,481-109,491,094
hs1932	IGF1R(intragenic)	chr15:99,257,740-99,262,228	chr7:75,154,977-75,158,097
hs1933	TBC1D8(intragenic)	chr2:101,726,098-101,729,492	chr1:39,498,212-39,501,690
hs1934	TFAP2C-BMP7	chr20:55,734,523-55,737,597	chr2:172,690,104-172,691,340
hs1935	LOC728175-IRF2	chr4:185,305,050-185,308,214	chr8:47,933,409-47,936,747
hs1937	OTOS-GPC1	chr2:241,307,979-241,312,994	chr1:94,682,191-94,686,019
hs1941	SCTR(intragenic)	chr2:120,244,633-120,249,040	chr1:121,920,441-121,921,673
hs1944	KBTBD13-UBAP1L	chr15:65,377,669-65,381,418	chr9:65,229,449-65,232,464
hs1945	RAB17-LRRFIP1	chr2:238,522,379-238,526,567	chr1:92,872,875-92,880,936
hs1947	IQCE-TTYH3	chr7:2,651,286-2,654,820	chr5:141,137,266-141,140,107
hs1948	B3GNT8-ERICH4	chr19:41,936,986-41,938,891	chr7:26,409,434-26,410,731
hs1950	HECTD2-PPP1R3C	chr10:93,348,489-93,351,723	chr19:36,760,867-36,764,326
hs1951	COPS8-COL6A3	chr2:238,221,820-238,225,273	chr1:92,650,072-92,652,362
hs1952	ST6GAL1(intragenic)	chr3:186,664,911-186,668,475	chr16:23,237,488-23,244,626
hs1953	MAML3(intragenic)	chr4:140,682,864-140,686,286	chr3:51,529,462-51,533,539
hs1955	QKI-C6orf118	chr6:164,382,342-164,386,389	chr17:10,079,602-10,083,452
hs1958	LINC00701-PFKP	chr10:3,087,624-3,090,443	chr13:6,664,219-6,674,787
hs1959	MIR8058-LOC101928446	chr16:82,767,609-82,770,047	chr8:120,901,807-120,904,148
hs1961	ITGA9-AS1(intragenic)	chr3:37,805,999-37,809,080	chr9:118,767,715-118,770,784
hs1962	DCTN6-RBPMS-AS1	chr8:30,135,042-30,138,909	chr8:35,111,339-35,114,996
hs1963	NUP214-FAM78A	chr9:134,110,296-134,115,184	NULL
hs1967	TTC7A(intragenic)	chr2:47,295,775-47,299,432	chr17:87,774,456-87,777,855
hs1968	RAMP1(intragenic)	chr2:238,803,368-238,807,597	chr1:93,104,756-93,108,885
hs1971	RBM38-CTCFL	chr20:56,014,710-56,019,293	chr2:172,874,484-172,881,572
hs1972	LINC00581-SOX4	chr6:21,586,846-21,589,522	chr13:29,050,084-29,052,229
hs1973	MIR4304-LOC100507091	chr12:123,546,924-123,551,725	chr5:124,621,516-124,626,510
hs1974	RPS24-LINC00856	chr10:79,972,390-79,977,332	chr14:25,465,977-25,468,503
hs1982	LINC01192-SI	chr3:164,170,901-164,174,258	chr3:72,279,741-72,283,137
hs1983	LINC01242-ACO1	chr9:30,935,536-30,940,148	chr4:38,573,224-38,577,356
hs1984	NBPF22P-COX7C	chr5:85,679,065-85,686,102	chr13:86,535,397-86,554,019
hs1986	MPDZ-FLJ41200	chr9:13,314,075-13,315,963	chr4:81,114,108-81,115,799
hs1988	TSPAN12-ING3	chr7:120,536,767-120,540,791	chr6:21,828,055-21,830,750
hs1989	ELTD1-LPHN2	chr1:79,541,347-79,549,134	chr3:151,046,160-151,053,038
hs1990	RARRES1-MFSD1	chr3:158,486,256-158,493,372	chr3:67,354,115-67,356,150
hs1991	MIR548AS-DAOA-AS1	chr13:105,768,073-105,771,898	chr8:7,157,533-7,160,884
hs1992	MIR548AS-DAOA-AS1	chr13:105,779,751-105,785,542	chr8:7,168,818-7,180,695
hs1995	LOC101927374-GBE1	chr3:80,596,701-80,604,762	chr16:71,390,673-71,407,095
hs1999	MACF1(intragenic)	chr1:39,629,409-39,631,707	chr4:123,282,110-123,284,759
hs2000	ALDH1A1-ANXA1	chr9:75,758,359-75,760,288	chr19:20,475,734-20,477,802
hs2006	LINC00870-RYBP	chr3:72,368,145-72,370,230	chr6:100,146,164-100,149,410
hs2007	TSPAN17(intragenic)	chr5:176,076,732-176,078,530	chr13:54,892,644-54,893,888
hs2015	RSAD2(intragenic)	chr2:7,025,512-7,027,025	NULL
hs2021	COL25A1(intragenic)	chr4:109,893,210-109,895,294	chr3:130,142,470-130,144,655
hs2023	GRB2(intragenic)	chr17:73,347,819-73,348,933	chr11:115,531,102-115,532,811
hs2026	UBE2L3(intragenic)	chr22:21,953,368-21,954,302	chr16:17,170,770-17,170,818
hs2027	TANC1(intragenic)	chr2:159,885,988-159,889,012	chr2:59,506,963-59,510,182
hs2029	TOX(intragenic)	chr8:59,769,794-59,772,587	chr4:6,672,383-6,674,739
hs2031	KALRN-UMPS	chr3:124,304,700-124,307,917	chr16:34,092,497-34,095,104
hs2033	ITGB3(intragenic)	chr17:45,368,528-45,369,514	chr11:104,503,712-104,504,899
hs2034	DHRS9-LRP2	chr2:169,971,561-169,974,373	chr2:69,257,851-69,259,667
hs2036	ANKRD11(intragenic)	chr16:89,384,737-89,387,643	chr8:125,441,444-125,446,943
hs2038	MAGI1(intragenic)	chr3:65,589,981-65,591,565	chr6:93,870,896-93,872,403
hs2040	PPP3R1(intragenic)	chr2:68,419,973-68,421,991	chr11:17,084,834-17,092,559
hs2041	GRK7-ATP1B3	chr3:141,579,463-141,580,810	chr9:96,280,544-96,283,360
hs2043	AMN1(intragenic)	chr12:31,867,650-31,868,817	chr4:134,026,015-134,029,892
hs2045	B4GALT5(intragenic)	chr20:48,291,612-48,294,178	chr2:167,149,858-167,152,599
hs2047	NEU3-OR2AT4	chr11:74,781,340-74,785,285	chr7:106,913,485-106,917,830
hs2048	PIP4K2A(intragenic)	chr10:22,981,895-22,983,289	chr2:18,894,432-18,895,913
hs2049	JARID2(intragenic)	chr6:15,508,843-15,511,338	chr13:45,006,779-45,008,454
hs2050	BCL2L1(intragenic)	chr20:30,261,538-30,264,882	chr2:152,613,937-152,617,118
hs2052	GALNT2(intragenic)	chr1:230,280,348-230,284,066	chr8:126,804,049-126,806,009
hs2054	LOC102546229-LOC101927934	chr5:133,772,017-133,775,320	chr11:51,754,039-51,759,611
hs2056	MTA2(intragenic)	chr11:62,366,107-62,367,548	chr19:9,018,687-9,020,250
hs2057	GPBP1-ACTBL2	chr5:56,678,793-56,679,854	chr13:112,135,886-112,136,987
hs2058	LOC100133985-C2orf42	chr2:70,360,263-70,361,614	chr6:86,429,079-86,430,163
hs2059	DDC(intragenic)	chr7:50,564,242-50,565,706	chr11:11,736,405-11,738,001
hs2060	LOC100507506-CDYL	chr6:4,358,582-4,359,930	chr13:35,304,181-35,305,446
hs2061	RREB1(intragenic)	chr6:7,163,950-7,166,054	chr13:37,969,686-37,971,403
hs2062	SHB(intragenic)	chr9:38,038,695-38,040,099	chr4:45,518,714-45,519,977
hs2063	MRAP2(intragenic)	chr6:84,761,493-84,763,345	chr9:87,050,085-87,058,926
hs2064	PAQR8(intragenic)	chr6:52,253,728-52,256,212	chr1:20,910,039-20,912,716
hs2065	MARCH8(intragenic)	chr10:46,052,882-46,055,670	chr6:116,302,200-116,313,929
hs2066	NFE2L1(intragenic)	chr17:46,128,998-46,130,037	chr11:96,687,536-96,688,504
hs2067	NUP153-KIF13A	chr6:17,714,698-17,716,584	chr13:46,830,764-46,832,003
hs2068	VMP1(intragenic)	chr17:57,863,149-57,864,776	chr11:86,436,986-86,438,985
hs2069	MIR3138-ZNF518B	chr4:10,107,986-10,110,350	NULL
hs2070	SMYD3(intragenic)	chr1:246,469,251-246,471,350	NULL
hs2071	TES-CAV2	chr7:115,993,663-115,997,109	chr6:17,118,699-17,124,875
hs2072	KSR1(intragenic)	chr17:25,898,536-25,901,861	chr11:78,864,481-78,868,945
hs2073	LOC338694-MYEOV	chr11:69,054,197-69,056,378	chr7:152,303,063-152,304,855
hs2075	MROH1(intragenic)	chr8:145,235,516-145,237,210	chr15:76,233,115-76,234,781
hs2076	MIR6124-MICALCL	chr11:12,281,493-12,283,415	chr7:119,494,990-119,496,803
hs2077	MTPN-CHRM2	chr7:135,742,628-135,745,716	chr6:35,581,495-35,587,015
hs2078	HOXC5(intragenic)	chr12:54,412,238-54,415,445	chr15:102,830,212-102,833,389
hs2079	GLI3-LOC101928795	chr7:42,532,168-42,534,364	chr13:15,247,212-15,250,395
hs2080	TRIM44(intragenic)	chr11:35,808,002-35,810,908	chr2:102,159,192-102,160,351
hs2081	LAMB1(intragenic)	chr7:107,587,162-107,588,892	chr12:31,994,828-31,996,342
hs2082	JHDM1D-AS1-SLC37A3	chr7:139,910,588-139,914,247	chr6:39,189,567-39,193,497
hs2083	C3orf65-TRA2B	chr3:185,462,672-185,464,469	chr16:22,110,002-22,110,934
hs2084	RCAN1(intragenic)	chr21:35,915,964-35,919,662	chr16:92,410,396-92,416,917
hs2086	TSPAN5(intragenic)	chr4:99,576,760-99,579,288	chr3:138,405,633-138,408,119
hs2088	LOC339442-RRAGC	chr1:38,728,185-38,732,516	chr4:124,135,545-124,138,740
hs2089	NENF-ATF3	chr1:212,704,746-212,707,293	chr1:193,062,893-193,065,596
hs2090	ALX4(intragenic)	chr11:44,289,927-44,293,764	chr2:93,510,296-93,513,774
hs2091	TFRC-LINC00885	chr3:195,846,372-195,848,341	chr16:32,568,498-32,570,882
hs2092	MIR3138-ZNF518B	chr4:10,317,169-10,322,086	chr5:38,991,078-38,996,753
hs2094	CASZ1(intragenic)	chr1:10,795,106-10,799,241	chr4:148,230,062-148,234,441
hs2096	PLEKHA7(intragenic)	chr11:16,913,136-16,917,745	chr7:123,347,807-123,353,216
hs2097	QPCT-CDC42EP3	chr2:37,750,153-37,753,678	chr17:79,622,417-79,627,853
hs2098	PTPRG(intragenic)	chr3:61,793,891-61,797,865	chr14:12,608,135-12,611,592
hs2100	MIR4799-NR3C2	chr4:148,973,160-148,977,273	chr8:79,790,798-79,794,138
hs2101	MAPRE1-SUN5	chr20:31,563,918-31,568,870	chr2:153,677,018-153,680,105
hs2111	QKI-C6orf118	chr6:164,168,419-164,172,918	chr17:10,242,075-10,247,199
hs2116	HAND2-AS1-FBXO8	chr4:174,601,312-174,605,985	chr8:59,669,849-59,674,612
hs2117	MIR569-TNIK	chr3:170,999,516-171,003,506	chr3:28,337,204-28,340,884
hs2118	MIR569-TNIK	chr3:171,011,050-171,015,963	chr3:28,327,797-28,332,388
hs2119	MIR569-TNIK	chr3:171,022,891-171,027,653	chr3:28,319,015-28,321,083
hs2124	NPPB-KIAA2013	chr1:11,940,877-11,944,112	chr4:147,339,354-147,347,055
hs2127	LMNA(intragenic)	chr1:156,059,426-156,062,550	chr3:88,328,705-88,331,892
hs2128	LMNA(intragenic)	chr1:156,065,479-156,069,043	chr3:88,322,139-88,327,288
hs2131	ITPKB-IT1-PSEN2	chr1:227,014,699-227,016,924	chr1:182,198,625-182,199,487
hs2132	PSEN2-ADCK3	chr1:227,106,400-227,109,773	chr1:182,138,184-182,142,680
hs2134	HEATR1-ACTN2	chr1:236,802,183-236,804,214	chr13:12,458,095-12,462,694
hs2137	MTR-MT1HL1	chr1:237,160,612-237,163,517	chr13:12,223,785-12,226,187
hs2138	MT1HL1-RYR2	chr1:237,174,518-237,176,845	chr13:12,217,039-12,220,847
hs2139	MT1HL1-RYR2	chr1:237,192,467-237,195,956	chr13:12,206,231-12,207,593
hs2144	ZDHHC13(intragenic)	chr11:19,194,084-19,196,536	chr7:56,079,555-56,081,785
hs2146	CSRP3-E2F8	chr11:19,238,352-19,241,998	chr7:56,115,088-56,118,382
hs2151	ABCC9(intragenic)	chr12:22,044,071-22,045,600	chr6:142,614,861-142,617,600
hs2152	LOC643770(intragenic)	chr12:98,883,495-98,887,039	chr10:90,648,357-90,651,310
hs2153	CMTM5-MYH6	chr14:23,847,667-23,850,830	chr14:55,556,841-55,560,265
hs2156	PSEN1(intragenic)	chr14:73,645,468-73,648,977	chr12:85,059,689-85,063,740
hs2160	TPM1-LACTB	chr15:63,382,545-63,386,341	chr9:66,848,290-66,852,365
hs2162	STARD3(intragenic)	chr17:37,815,763-37,818,960	chr11:98,238,813-98,241,697
hs2175	C21orf140-RCAN1	chr21:35,817,695-35,821,340	chr16:92,343,029-92,348,639
hs2176	SCN5A(intragenic)	chr3:38,602,635-38,607,552	chr9:119,405,492-119,407,702
hs2179	PHF7-SEMA3G	chr3:52,461,982-52,465,131	chr14:32,045,521-32,048,708
hs2189	PLN(intragenic)	chr6:118,878,956-118,881,186	chr10:53,063,374-53,064,655
hs2191	DSP(intragenic)	chr6:7,561,160-7,562,735	chr13:38,262,394-38,264,149
hs2198	PRKAG2-PRKAG2-AS1	chr7:151,439,778-151,443,512	chr5:24,505,072-24,509,325
hs2200	PRKAG2-PRKAG2-AS1	chr7:151,453,949-151,457,105	chr5:24,514,413-24,517,795
hs2216	CELSR2(intragenic)	chr1:109,795,696-109,798,850	chr3:108,212,521-108,215,418
hs2218	THRA(intragenic)	chr17:38,224,836-38,229,126	chr11:98,608,466-98,612,744
hs2223	RPS24-LINC00856	chr10:79,935,570-79,940,095	chr14:25,435,970-25,439,994
hs2225	LOC101929698-LOC149950	chr20:31,112,334-31,117,114	chr2:153,306,912-153,310,797
hs2227	KCNQ1(intragenic)	chr11:2,610,931-2,614,716	chr7:150,381,403-150,385,701
hs2229	SLC34A1(intragenic)	chr5:176,816,376-176,819,189	chr13:55,505,722-55,508,925
hs2231	LOC283710-KLF13	chr15:31,595,790-31,600,208	chr7:71,100,963-71,105,712
hs2232	LINC00881-CCNL1	chr3:156,845,778-156,849,158	chr3:65,730,817-65,734,056
hs2234	TUBB2B-PSMG4	chr6:3,246,856-3,249,920	chr13:34,239,957-34,242,485
hs2237	LINC00709-SFTA1P	chr10:10,335,147-10,338,188	chr2:7,561,350-7,564,107
hs2240	MIR7109-PRR14L	chr22:32,019,365-32,023,822	NULL
hs2241	SDK2(intragenic)	chr17:71,536,599-71,539,247	chr11:113,839,322-113,844,695
hs2248	SLC37A1-PDE9A	chr21:44,010,872-44,014,322	chr17:31,490,682-31,490,721
hs2249	AZGP1P1-ZKSCAN1	chr7:99,594,233-99,596,427	chr5:138,446,972-138,455,400
hs2256	ZEB2(intragenic)	chr2:145,267,267-145,269,283	chr2:44,957,739-44,959,880
hs2258	MIR548T(intragenic)	chr7:147,972,273-147,975,381	NULL
hs2263	CELSR2-PSRC1	chr1:109,816,874-109,818,905	chr3:108,192,852-108,195,360
hs2297	TBX18-NT5E	chr6:85,980,888-85,984,064	chr9:88,090,195-88,094,093
hs2298	TBX18-NT5E	chr6:85,825,565-85,829,412	chr9:87,965,295-87,969,365
hs2300	TBX18-NT5E	chr6:85,786,519-85,788,823	chr9:87,925,486-87,929,815
hs2301	TBX18-NT5E	chr6:85,895,615-85,898,006	chr9:88,031,759-88,034,604
hs2303	STX18(intragenic)	chr4:4,458,793-4,459,656	chr5:38,497,381-38,498,235
hs2304	SYNE3(intragenic)	chr14:95,898,225-95,898,738	chr12:106,177,602-106,178,118
hs2305	CDC14B(intragenic)	chr9:99,277,745-99,278,295	chr13:64,306,390-64,306,947
hs2306	HDAC9-TWIST1	chr7:18,868,716-18,870,405	chr12:34,904,535-34,906,180
hs2307	HDAC9-TWIST1	chr7:18,874,272-18,875,369	chr12:34,900,126-34,901,227
hs2308	DYNC1I1(intragenic)	chr7:95,705,089-95,705,696	chr6:5,955,995-5,956,609
hs2309	DYNC1I1(intragenic)	chr7:95,726,279-95,727,680	chr6:5,976,899-5,978,252
hs2310	C7orf76-LOC100506136	chr7:96,221,075-96,221,574	chr6:6,408,809-6,409,381
hs2311	C7orf76(intragenic)	chr7:96,124,918-96,125,415	chr6:6,313,941-6,314,446
hs2312	MIR591-C7orf76	chr7:96,075,405-96,075,991	chr6:6,266,533-6,267,120
hs2313	SLC25A13(intragenic)	chr7:95,765,880-95,766,473	NULL
hs2314	DYNC1I1(intragenic)	chr7:95,696,530-95,697,029	chr6:5,947,407-5,947,858
hs2346	PPARGC1A-MIR573	chr4:23,932,061-23,933,692	chr5:51,982,418-51,983,999
hs2349	GRAMD4(intragenic)	chr22:47,048,605-47,050,100	chr15:85,943,076-85,945,815
hs2353	SORBS1(intragenic)	chr10:97,267,716-97,269,342	chr19:40,541,901-40,543,185
hs2357	PROX1-SMYD2	chr1:214,280,595-214,282,080	chr1:191,885,201-191,886,210
hs2359	ULK4-TRAK1	chr3:42,113,230-42,114,717	chr9:121,264,416-121,266,584
hs2371	LOC101927557-LOC101927539	chr17:55,618,678-55,620,173	chr11:88,280,860-88,282,223
hs2372	LIMS1(intragenic)	chr2:109,252,387-109,254,056	chr10:57,845,026-57,846,368
hs2373	PKIG(intragenic)	chr20:43,201,171-43,202,669	chr2:163,511,512-163,512,928
hs2374	ENAH-SRP9	chr1:225,954,390-225,955,885	chr1:184,040,093-184,042,184
hs2375	CDC42EP4(intragenic)	chr17:71,287,045-71,288,497	chr11:113,594,355-113,595,660
hs2377	LOC101929239-PACRG-AS1	chr6:163,630,391-163,631,925	chr17:10,665,406-10,666,838
hs2378	MIR6124-MICALCL	chr11:12,203,825-12,205,249	chr7:119,423,968-119,424,602
hs2380	LOC100131496-NCOA3	chr20:46,012,576-46,013,656	chr2:165,739,896-165,740,287
hs2382	DGKG-LOC253573	chr3:186,123,841-186,125,332	chr16:22,698,013-22,699,870
hs2384	RHOB-HS1BP3-IT1	chr2:20,778,294-20,779,806	chr12:8,392,481-8,394,210
hs2387	CPA5-CPA1	chr7:130,012,949-130,014,460	chr6:30,585,908-30,587,352
hs2393	BANF2-SNX5	chr20:17,839,843-17,841,338	chr2:144,002,642-144,004,428
hs2394	FOXO3(intragenic)	chr6:108,909,808-108,911,282	chr10:41,970,710-41,972,088
hs2397	CLIC5-ENPP4	chr6:46,020,500-46,022,001	chr17:44,288,583-44,290,473
hs2399	VEGFA-LOC100132354	chr6:43,760,764-43,762,277	chr17:46,145,773-46,147,139
